서울시,	서울시/NNP+,/SP
마을텃밭가꾸기	마을텃밭/MAG+가꾸/VV+기/ETN
합창단·오케스트라	합창단/NNG+·/SP+오케스트라/NNG
협연	협연/NNG
주민활동가	주민활동가/NNG
양성	양성/NNG
바리스타	바리스타/NNG
배출	배출/NNG
장애아동	장애아동/NNG
학교	학교/NNG
적응돕기	적응/NNG+돕/VV+기/ETN
총	총/MM
5개	5/SN+개/NNB
사업으로서,	사업/NNG+으로서/JKB+,/SP
장애인과	장애인/NNG+과/JC
비장애인이	비장애인/NNG+이/JKS
함께	함께/MAG
어우러져	어우러지/VV+어/EC
사업을	사업/NNG+을/JKO
진행하고	진행하/VV+고/EC
있다	있/VX+다/EC

특히	특히/MAG
이	이/MM
중에는	중/NNB+에/JKB+는/JX
지체장애인이나	지체장애인/NNG+이나/JC
뇌병변	뇌병변/NNG
등	등/NNB
중증장애	중증장애/NNG
이상의	이상/NNG+의/JKG
장애인도	장애인/NNG+도/JX
다수	다수/NNG
포함돼	포함되/VV+어/EC
있으며,	있/VX+으며/EC+,/SP
비장애인도	비장애인/NNG+도/JX
지역공동체	지역공동체/NNG
안에서	안/NNG+에서/JKB
함께	함께/MAG
어우러져	어우러지/VV+어/EC
사업을	사업/NNG+을/JKO
이끌어가고	이끌/VV+어/EC+가/VX+고/EC
있다	있/VX+다/EC

우선,	우선/MAG+,/SP
광진구에선	광진구/NNP+에서/JKB+이/VCP+ㄴ/EC
장애인(37명)	장애인/NNG+(/SS+37/SN+명/NNB+)/SS
및	및/MAG
비장애인(40명)	비장애인/NNG+(/SS+40/SN+명/NNB+)/SS
77명이	77/SN+명/NNB+이/JKS
함께	함께/MAG
마을텃밭을	마을텃밭/NNG+을/JKO
만들어가고	만들/VV+어/EC+가/VX+고/EC
있다	있/VX+다/EC

남양주에	남양주/NNP+에/JKB
있는	있/VA+는/ETM
500평	500/SN+평/NNB
규모의	규모/NNG+의/JKG
텃밭부지는	텃밭부지/NNG+는/JX
단체	단체/NNG
후원자가	후원자/NNG+가/JKS
무상임대	무상임대/NNG
했으며,	하/VV+였/EP+으며/EC+,/SP
모종은	모종/NNG+은/JX
서울시지원금으로	서울/NNP+시지원금/NNG+으로/JKB
구입해	구입하/VV+여/EC
참가자들이	참가자/NNG+들/XSN+이/JKS
농사를	농사/NNG+를/JKO
짓는	짓/VV+는/ETM
방식이다	방식/NNG+이/VCP+다/EC

거동이	거동/NNG+이/JKS
어려운	어렵/VA+ㄴ/ETM
중증장애인	중증장애인/NNG
30명에겐	30/SN+명/NNB+에게/JKB+ㄴ/JX
상자텃밭을	상자텃밭/NNG+을/JKO
분양했다	분양하/VV+였/EP+다/EF

이들은	이/NP+들/XSN+은/JX
그동안	그동안/NNG
대부분의	대부분/NNG+의/JKG
시간을	시간/NNG+을/JKO
집안에서	집안/NNG+에서/JKB
보냈지만,	보내/VV+었/EP+지만/EC+,/SP
지난	지나/VV+ㄴ/ETM
6월부터는	6/SN+월/NNB+부터는/JX
매주	매주/MAG
주말마다	주말/NNG+마다/JX
텃밭에	텃밭/NNG+에/JKB
나와	나오/VV+아/EC
농사도	농사/NNG+도/JX
짓고,	짓/VV+고/EC+,/SP
이웃들과	이웃/NNG+들/XSN+과/JC
이야기도	이야기/NNG+도/JX
나누며	나누/VV+며/EC
삶에	삶/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
의욕을	의욕/NNG+을/JKO
불러일으키는	불러일으키/VV+는/ETM
계기를	계기/NNG+를/JKO
가졌다	가지/VV+었/EP+다/EC

이를	이/NP+를/JKO
통해	통하/VV+여/EC
수확한	수확하/VV+ㄴ/ETM
농작물은	농작물/NNG+은/JX
배추	배추/NNG
1000포기,	1000/SN+포기/NNG+,/SP
무	무/NNG
1,000개,	1,000/SN+개/NNB+,/SP
갓	갓/NNG
500모,	500/SN+모/NNG+,/SP
가을상추	가을상추/NNG
210모로서	210/SN+모/NNG+로서/JKB
참가자들이	참가자/NNG+들/XSN+이/JKS
똑같이	똑같이/MAG
배분해	배분하/VV+여/EC
가져갔다	가져가/VV+았/EP+다/EF

또한,	또한/MAG+,/SP
참가자	참가자/NNG
중	중/NNB
장애인	장애인/NNG
전원은	전원/NNG+은/JX
매주	매주/MAG
화요일	화요일/NNG
마다	마다/JX
2시간씩	2/SN+시간/NNB+씩/XSN
광진구에	광진구/NNP+에/JKB
있는	있/VA+는/ETM
세종대학교	세종대학교/NNP
도시농부학교에서	도시농부학교/NNG+에서/JKB
총	총/MM
18회의	18/SN+회/NNB+의/JKG
농업교육을	농업교육/NNG+을/JKO
이수해	이수하/VV+여/EC
수료증을	수료증/NNG+을/JKO
발급받고,	발급/NNG+받/VV+고/EC+,/SP
농사의	농사/NNG+의/JKG
전문성도	전문/NNG+성/XSN+도/JX
높였다	높/VA+었/EP+다/EF

도시농부학교	도시농부학교/NNG
수료생	수료생/NNG
지체장애인	지체장애인/NNG
박모	박/NNP+모/NP
씨는	씨/NNB+는/JX
“처음	“/SN+처음/NNG
강의실에	강의실/NNG+에/JKB
들어설	들어서/VV+ㄹ/ETM
때만	때/NNG+만/JX
해도	하/VV+여도/EC
비장애인들과	비장애인/NNG+들/XSN+과/JKB
함께	함께/MAG
어우러져	어우러지/VV+어/EC
농작물을	농작물/NNG+을/JKO
키워낸다는	키우/VV+어/EC+내/VX+ㄴ다는/ETM
것	것/NNB
자체가	자체/NNG+가/JKS
생소했지만	생소하/VA+였/EP+지만/EC
수업을	수업/NNG+을/JKO
들으면서	듣/VV+으면서/EC
농작물에	농작물/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
지식과	지식/NNG+과/JKB
함께	함께/MAG
자신감도	자신감/NNG+도/JX
쌓였다”며“얼마	쌓이/VV+었/EP+다/EC+”미/VV+어/EC+“/SN+얼마/NNG
전	전/NNG
배추를	배추/NNG+를/JKO
수확하면서	수확하/VV+면서/EC
비장애인들과	비장애인/NNG+들/XSN+과/JKB
같이	같이/MAG
뭔가를	뭐/NP+이/VCP+ㄴ가/EC+를/JKO
이뤄냈다는	이루/VV+어/EC+내/VX+었/EP+다는/ETM
성취감에	성취감/NNG+에/JKB
마음이	마음/NNG+이/JKS
뿌듯했다”고	뿌듯하/VA+었/EP+다/EC+”/VV+고/EC
소감을	소감/NNG+을/JKO
밝혔다	밝히/VV+었/EP+다/EC

노원구는	노원구/NNP+는/JX
취업이	취업/NNG+이/JKS
마땅치	마땅하/VA+지/EC
않은	않/VX+은/ETM
발달장애	발달장애/NNG
청년들을	청년/NNG+들/XSN+을/JKO
대상으로	대상/NNG+으로/JKB
‘바리스타	‘/SN+바리스타/NNG
프로그램’을	프로그램/NNG+’/SL+을/JKO
운영,	운영/NNG+,/SP
다음달엔	다음달/NNG+에/JKB+ㄴ/JX
1기	1/SN+기/NNG
전문바리스타	전문바리스타/NNG
5명이	5/SN+명/NNB+이/JKS
배출된다	배출되/VV+ㄴ다/EF

이들	이/NP+들/XSN
5명은	5/SN+명/NNB+은/JX
바리스타	바리스타/NNG
교육을	교육/NNG+을/JKO
거친	거치/VV+ㄴ/ETM
후,	후/NNG+,/SP
현장에	현장/NNG+에/JKB
직접	직접/MAG
투입돼	투입되/VV+어/EC
커피	커피/NNG
만들기	만들/VV+기/ETN
등을	등/NNB+을/JKO
체험하며	체험하/VV+며/EC
직업	직업/NNG
능력과	능력/NNG+과/JC
자립심	자립심/NNG
등을	등/NNB+을/JKO
훈련했으며,	훈련하/VV+였/EP+으며/EC+,/SP
조만간	조만간/MAG
부모님과	부모님/NNG+과/JC
지역	지역/NNG
내	내/NNB
주민의	주민/NNG+의/JKG
도움으로	도움/NNG+으로/JKB
직접	직접/MAG
카페를	카페/NNG+를/JKO
운영할	운영하/VV+ㄹ/ETM
예정이다	예정/NNG+이/VCP+다/EC

‘바리스타	‘/SL+바리스타/NNG
프로그램’	프로그램/NNG+’/SL
1기의	1/SN+기/NNG+의/JKG
성공을	성공/NNG+을/JKO
바탕으로	바탕/NNG+으로/JKB
2기	2/SN+기/NNG
신청자도	신청자/NNG+도/JX
모집할	모집하/VV+ㄹ/ETM
계획이다	계획/NNG+이/VCP+다/EC

역시	역시/MAG
노원구의	노원구/NNP+의/JKG
‘나누리합창단’과	‘/SL+나누리합창단/NNG+’/SL+과/JC
오케스트라	오케스트라/NNG
‘위대한하모니’는	‘/SN+위대한하모니’/NNG+는/JX
장애인	장애인/NNG
문화단체를	문화단체/NNG+를/JKO
지역사회에	지역사회/NNG+에/JKB
이미	이미/MAG
존재하는	존재하/VV+는/ETM
문화단체와	문화단체/NNG+와/JKB
연계해	연계하/VV+여/EC
주민	주민/NNG
참여와	참여/NNG+와/JC
성과를	성과/NNG+를/JKO
이뤄낸	이루/VV+어/EC+내/VX+ㄴ/ETM
대표적인	대표적/NNG+이/VCP+ㄴ/ETM
사례다	사례/NNG+이/VCP+다/EF

지체·뇌병변	지체/NNG+·/SP+뇌병변/NNG
장애인	장애인/NNG
15명으로	15/SN+명/NNB+으로/JKB
시작한	시작하/VV+ㄴ/ETM
‘나누리합창단’의	‘/SL+나누리합창단/NNG+’/SL+의/JKG
경우,	경우/NNG+,/SP
적은	적/VA+은/ETM
인원과	인원/NNG+과/JC
소리?화음	소리/NNG+?/SF+화음/NNG
부족으로	부족/NNG+으로/JKB
인한	인하/VV+ㄴ/ETM
자신감	자신감/NNG
저하	저하/NNG
등	등/NNB
주변	주변/NNG
사람들의	사람/NNG+들/XSN+의/JKG
우려	우려/NNG
속에	속/NNG+에/JKB
출발했으나,	출발하/VV+였/EP+으나/EC+,/SP
노원구립여성합창단의	노원구립여성합창단/NNG+의/JKG
도움으로	도움/NNG+으로/JKB
현재	현재/MAG
단원이	단원/NNG+이/JKS
35명까지	35/SN+명/NNB+까지/JX
성장했고,	성장하/VV+였/EP+고/EC+,/SP
지역	지역/NNG
내에서도	내/NNB+에서/JKB+도/JX
실력	실력/NNG
있는	있/VA+는/ETM
합창단으로	합창단/NNG+으로/JKB
평가받고	평가/NNG+받/VV+고/EC
있다	있/VX+다/EC

또한,	또한/MAG+,/SP
지적?자폐성	지적/NNG+?/SF+자폐성/NNG
장애인	장애인/NNG
9명(장애청소년	9/SN+명/NNB+(/SS+장애청소년/NNG
8명·장애청년	8/SN+명/NNB+·/SP+장애청년/NNG
1명)으로	1/SN+명/NNB+)/SS+으로/JKB
구성된	구성되/VV+ㄴ/ETM
오케스트라	오케스트라/NNG
‘위대한하모니’	‘/SN+위대한하모니’/NNG
역시	역시/MAG
처음엔	처음/NNG+에/JKB+ㄴ/JX
악기도	악기/NNG+도/JX
제대로	제대로/MAG
다루지	다루/VV+지/EC
못하는	못하/VX+는/ETM
초보자들로	초보자/NNG+들/XSN+로/JKB
구성됐지만,	구성되/VV+었/EP+지만/EC+,/SP
노원구립청소년교향악단과	노원구립청소년교향악단/NNP+과/JC
서울과학기술대학	서울과학기술대학/NNP
오케스트라동아리	오케스트라동아리/NNG
등	등/NNB
지역사회의	지역사회/NNG+의/JKG
도움으로	도움/NNG+으로/JKB
실력을	실력/NNG+을/JKO
키워	키우/VV+어/EC
오는	오/VV+는/ETM
12월3일	12/SN+월/NNB+3/SN+일/NNB
평창에서	평창/NNP+에서/JKB
열리는	열리/VV+는/ETM
‘2012	‘/SL+2012/SN
전국	전국/NNG
장애인	장애인/NNG
합창대회’	합창대회’/NNG
본선에	본선/NNG+에/JKB
진출하는	진출하/VV+는/ETM
쾌거를	쾌거/NNG+를/JKO
이뤘다	이루/VV+었/EP+다/EF

마포구에선	마포구/NNP+에서/JKB+이/VCP+ㄴ/EC
‘지역장애인	‘/SL+지역장애인/NNG
주민활동가	주민활동가/NNG
양성	양성/NNG
프로그램’을	프로그램/NNG+’/SL+을/JKO
통해	통하/VV+여/EC
8명의	8/SN+명/NNB+의/JKG
장애인	장애인/NNG
지역리더를	지역리더/NNG+를/JKO
발굴했다	발굴하/VV+였/EP+다/EF

주민활동가	주민활동가/NNG
8명은	8/SN+명/NNB+은/JX
올해	올해/NNG
6월부터	6/SN+월/NNB+부터/JX
13회의	13/SN+회/NNB+의/JKG
교육을	교육/NNG+을/JKO
통해	통하/VV+여/EC
민주적인	민주적/NNG+이/VCP+ㄴ/ETM
의사소통	의사소통/NNG
기술과	기술/NNG+과/JKB
어떻게	어떻/VA+게/EC
지역을	지역/NNG+을/JKO
바라보고	바라보/VV+고/EC
적극적으로	적극적/NNG+으로/JKB
참여해	참여하/VV+여/EC
나갈	나가/VX+ㄹ/ETM
것인지에	것/NNB+이/VCP+ㄴ지/EC+에/JKB
대한	대하/VV+ㄴ/ETM
계획수립능력	계획수립능력/NNG
등을	등/NNB+을/JKO
중점적으로	중점적/NNG+으로/JKB
교육	교육/NNG
받았다	받/VV+았/EP+다/EC

앞으로	앞/NNG+으로/JKB
이들은	이/NP+들/XSN+은/JX
학교나	학교/NNG+나/JC
행사에서	행사/NNG+에서/JKB
장애인	장애인/NNG
인식	인식/NNG
개선	개선/NNG
교육을	교육/NNG+을/JKO
펼치는	펼치/VV+는/ETM
등	등/NNB
장애인의	장애인/NNG+의/JKG
인권문제와	인권문제/NNG+와/JC
지역사회내의	지역사회/NNG+내/NNB+의/JKG
여러	여러/MM
쟁점들에	쟁점/NNG+들/XSN+에/JKB
대해	대하/VV+여/EC
입장을	입장/NNG+을/JKO
대변하는	대변하/VV+는/ETM
지역사회	지역사회/NNG
활동가로	활동가/NNG+로/JKB
참여하게	참여하/VV+게/EC
된다	되/VV+ㄴ다/EF

이밖에도	이/MM+밖/NNG+에/JKB+도/JX
금천구의	금천구/NNP+의/JKG
‘장애아동	‘/SL+장애아동/NNG
학교	학교/NNG
적응돕기’	적응/NNG+돕/VV+기/ETN+’/SP
사업의	사업/NNG+의/JKG
경우,	경우/NNG+,/SP
금천구내	금천구/NNP+내/NNB
초등학교	초등학교/NNG
두	두/MM
곳에서	곳/NNG+에서/JKB
장애인-비장애인이	장애인/NNG+-/SO+비장애인/NNG+이/JKS
함께	함께/MAG
놀이활동을	놀이활동/NNG+을/JKO
펼치며	펼치/VV+며/EC
하나가되는	하나가되/VV+는/ETM
‘이(異)음(音)놀이터’	‘/SL+이/JKS+(/SS+異/SL+)/SS+음/NNG+(/SS+音/SL+)/SS+놀이터/NNG+’/SN
행사를	행사/NNG+를/JKO
진행했다	진행하/VV+였/EP+다/EF

또,	또/MAG+,/SP
학교에서의	학교/NNG+에서/JKB+의/JKG
규칙	규칙/NNG
익히기?친구들과의	익히/VV+기/ETN+?/SF+친구/NNG+들/XSN+과/JKB+의/JKG
의사소통	의사소통/NNG
등	등/NNB
장애아동들이	장애아동/NNG+들/XSN+이/JKS
학교	학교/NNG
생활	생활/NNG
중	중/NNB
어려워하는	어려워하/VV+는/ETM
부분에	부분/NNG+에/JKB
대해	대하/VV+여/EC
교육하는	교육하/VV+는/ETM
프로그램	프로그램/NNG
등도	등/NNB+도/JX
64회	64/SN+회/NNB
진행한	진행하/VV+ㄴ/ETM
바	바/NNB
있다	있/VA+다/EF

서울시는	서울시/NNP+는/JX
이와	이/NP+와/JKB
같은	같/VA+은/ETM
시범사업의	시범사업/NNG+의/JKG
성과를	성과/NNG+를/JKO
바탕으로	바탕/NNG+으로/JKB
지역의	지역/NNG+의/JKG
민간단체들과	민간단체/NNG+들/XSN+과/JC
장애인	장애인/NNG
마을공동체	마을공동체/NNG
사업이	사업/NNG+이/JKS
상호협력하는	상호/NNG+협력하/VV+는/ETM
성공적인	성공적/NNG+이/VCP+ㄴ/ETM
지역사회	지역사회/NNG
협력	협력/NNG
시스템이	시스템/NNG+이/JKS
구축될	구축되/VV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
현재	현재/MAG
활동하고	활동하/VV+고/EC
있는	있/VX+는/ETM
풀뿌리	풀뿌리/NNG
단체의	단체/NNG+의/JKG
주민사업을	주민사업/NNG+을/JKO
적극	적극/NNG
발굴·지원할	발굴/NNG+·/SP+지원하/VV+ㄹ/ETM
계획이다	계획/NNG+이/VCP+다/EC
