0.0377756990	0.0041047563	0.0062330887	0.9076254964	0.0056090201	0.0198738780	0.0052653695	0.0060326746	0.0074799773
0.1032116190	0.0232501868	0.0935256332	0.0435579792	0.1744243056	0.0841821954	0.2422599047	0.1259232312	0.1096649691
0.0260075498	0.0041023213	0.0388539545	0.0133762425	0.2991944253	0.0525138676	0.4447650611	0.0861768723	0.0350097716
0.0167029947	0.0028909894	0.0207338929	0.0083993813	0.2696562111	0.1031340882	0.3781692684	0.1668023318	0.0335108563
0.1813520044	0.0177059323	0.0704272911	0.0382139459	0.1890011579	0.0547000282	0.2722332776	0.0822823718	0.0940839946
0.0615267530	0.0209345818	0.0318933688	0.0275760200	0.1344076842	0.1340676397	0.1504128128	0.3320135772	0.1071675196
0.0468667746	0.0084738098	0.0334485359	0.0161007643	0.1662068516	0.0637409911	0.2526435554	0.3489538431	0.0635648444
0.1242916584	0.0180619676	0.0913305432	0.0441317782	0.1737226397	0.0849099234	0.2752637863	0.1058565751	0.0824311897
0.0640150830	0.0281756222	0.1074436679	0.0295245051	0.1960764825	0.0843923390	0.2361669838	0.1474889070	0.1067164764
0.0467621349	0.0074302261	0.0711390823	0.0151019702	0.2579022944	0.0452572219	0.4320188165	0.0953236446	0.0290645659
0.0889673457	0.0233976301	0.1200250909	0.0405581556	0.2795155048	0.0421774723	0.2375421822	0.0539951213	0.1138214841
0.0061599957	0.0052901381	0.0016098153	0.0125292214	0.0046082987	0.9372323155	0.0036806138	0.0192121286	0.0096775079
0.0227895007	0.0059299888	0.0110711595	0.0206926242	0.0631091520	0.5457057953	0.0731798336	0.2266291082	0.0308928825
0.0692674667	0.0322484709	0.0433699191	0.0463510826	0.0713491067	0.2498688847	0.0822493732	0.2221914083	0.1831043810
0.0375558883	0.0077500199	0.0357431360	0.0222499613	0.1753241271	0.2211135179	0.2533942163	0.1853435785	0.0615255460
0.0563402437	0.0468855351	0.0482662730	0.0440080427	0.0730375648	0.4490811229	0.0783881396	0.0785130262	0.1254800260
0.0357473455	0.0225086752	0.0232843272	0.0495580509	0.0397018977	0.6172059178	0.0418587476	0.1157794967	0.0543554835
0.0039389348	0.0035122950	0.0015351911	0.0071494263	0.0047050244	0.9520540237	0.0041672755	0.0170781557	0.0058596926
0.0423160866	0.0125923576	0.0160201695	0.0328771807	0.0591872148	0.2896590829	0.0672899485	0.3315827250	0.1484752446
0.1064272746	0.0875231400	0.0563147850	0.0704477578	0.0803059861	0.3229173422	0.0725558326	0.0961835161	0.1073243544
0.0877794698	0.0673897564	0.0671412423	0.0670482889	0.0936082006	0.2966813743	0.0933606401	0.0901528820	0.1368381232
0.0396804959	0.0057048849	0.0914105400	0.0159331225	0.2954977751	0.0429161042	0.4207060635	0.0574859083	0.0306650475
0.1032116190	0.0232501868	0.0935256332	0.0435579792	0.1744243056	0.0841821954	0.2422599047	0.1259232312	0.1096649691
0.0260075498	0.0041023213	0.0388539545	0.0133762425	0.2991944253	0.0525138676	0.4447650611	0.0861768723	0.0350097716
0.0167029947	0.0028909894	0.0207338929	0.0083993813	0.2696562111	0.1031340882	0.3781692684	0.1668023318	0.0335108563
0.1813520044	0.0177059323	0.0704272911	0.0382139459	0.1890011579	0.0547000282	0.2722332776	0.0822823718	0.0940839946
0.0615267530	0.0209345818	0.0318933688	0.0275760200	0.1344076842	0.1340676397	0.1504128128	0.3320135772	0.1071675196
0.0468667746	0.0084738098	0.0334485359	0.0161007643	0.1662068516	0.0637409911	0.2526435554	0.3489538431	0.0635648444
0.1242916584	0.0180619676	0.0913305432	0.0441317782	0.1737226397	0.0849099234	0.2752637863	0.1058565751	0.0824311897
0.0640150830	0.0281756222	0.1074436679	0.0295245051	0.1960764825	0.0843923390	0.2361669838	0.1474889070	0.1067164764
0.0467621349	0.0074302261	0.0711390823	0.0151019702	0.2579022944	0.0452572219	0.4320188165	0.0953236446	0.0290645659
0.0476913303	0.0643947795	0.0241406858	0.0210164785	0.0336226858	0.0899740085	0.0376704521	0.5619602799	0.1195292547
0.0329760462	0.0178762935	0.0128420051	0.0158580989	0.0383260325	0.0862657949	0.0387768447	0.5693678260	0.1877110302
0.1084003970	0.0520024300	0.0284956731	0.0227616485	0.0429372266	0.0539442450	0.0461021103	0.4037112296	0.2416450083
0.0274281744	0.0423475988	0.0181575436	0.0092274603	0.0337529518	0.0515621342	0.0376664586	0.7194657922	0.0603918582
0.0879903883	0.0446847230	0.0332919732	0.1038191393	0.0349561870	0.0637122691	0.0333009697	0.1452249736	0.4530193806
0.0114589110	0.0027448512	0.0019717293	0.0025155197	0.0093909679	0.0169417635	0.0111793522	0.8894073367	0.0543895587
0.0119640203	0.0072065489	0.0040661395	0.0042337645	0.0150405429	0.0728389025	0.0204955395	0.8537711501	0.0103834495
0.0360384323	0.0088183023	0.0249841530	0.0120192310	0.0639603138	0.0608869381	0.1071726903	0.6379911900	0.0481287763
0.1242916584	0.0180619676	0.0913305432	0.0441317782	0.1737226397	0.0849099234	0.2752637863	0.1058565751	0.0824311897
0.0066177207	0.0048171510	0.0021047774	0.0024728058	0.0050325757	0.0144551611	0.0061040898	0.9453212619	0.0130743394
0.0081625702	0.0059188870	0.0030037267	0.0030107116	0.0070569650	0.0178256892	0.0089385053	0.9320526719	0.0140302964
0.0045080846	0.0011164274	0.0015462928	0.0013653666	0.0107852528	0.0212356355	0.0164150465	0.9353110194	0.0077168341
0.0398723520	0.0119984886	0.0194115937	0.0215498358	0.0574788190	0.1893235147	0.0737652481	0.4839914739	0.1026086211
0.0508996025	0.0223864596	0.0288418811	0.0165455509	0.0433059372	0.1016767547	0.0688364059	0.6334730387	0.0340344273
0.0157118067	0.0026759750	0.0049726395	0.0036216851	0.0217878819	0.0419646800	0.0364149511	0.8613023162	0.0115479967
0.0108630285	0.0011044987	0.0031659771	0.0063490639	0.0803790614	0.0650072098	0.0918759108	0.7066962123	0.0345590040
0.1201414019	0.0660559684	0.0707924739	0.0287795346	0.0658990964	0.0355330557	0.0728543624	0.0838475153	0.4560965598
0.0974099413	0.2477513999	0.0525446422	0.0978870392	0.0210394338	0.0320991538	0.0166569091	0.0233386289	0.4112728834
0.1139097437	0.1387211978	0.1512559950	0.0563149899	0.0877278447	0.0925159752	0.1095999107	0.0875900984	0.1623642594
0.3243521452	0.0242530089	0.0193235520	0.0708124638	0.0172954928	0.0265079979	0.0208313782	0.0678916946	0.4287323058
0.0101962900	0.0071191248	0.0063149477	0.0040553925	0.0079947691	0.0030963451	0.0050135585	0.0043363189	0.9518733025
0.0752231181	0.0190434624	0.0494495966	0.0341784880	0.0346776061	0.0223626588	0.0344786122	0.0232621301	0.7073243856
0.3888696730	0.0168343410	0.0110976947	0.0275510624	0.0122936582	0.0118486574	0.0143767325	0.0233729444	0.4937552810
0.0723008290	0.0249606799	0.0569993556	0.0566557236	0.1191440970	0.2086912841	0.1497782767	0.1611498594	0.1503198147
0.0067672511	0.0330946036	0.0055652671	0.0039467285	0.0045334795	0.0024071296	0.0020774615	0.0027570135	0.9388510585
0.0864222050	0.0307898894	0.0243254658	0.0251646060	0.0259189531	0.0153162759	0.0223800167	0.0234253854	0.7462571263
0.0404467508	0.0161864683	0.0228784308	0.0351604298	0.1009966657	0.2553527951	0.0858629122	0.0969462544	0.3461693227
0.1177508608	0.0340996757	0.0704987869	0.0326435342	0.1104011908	0.0432430059	0.1139330268	0.0462444089	0.4311855137
0.0036485060	0.0075758481	0.0036671357	0.0020378125	0.0043684021	0.0018854927	0.0022472618	0.0023121235	0.9722574353
0.0217881277	0.0155348973	0.0137330135	0.0144137368	0.0178435147	0.0072045145	0.0127660818	0.0070577580	0.8896583319
